Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
SI-25610,1076,-38,4,Electronics,Printers,Jazz Cash
SI-25888,18,2,3,Clothing,Hankerchief,Credit Card
SI-25937,1101,352,3,Furniture,Bookcases,Easypaisa
SI-25828,15,2,1,Clothing,Leggings,Jazz Cash
SI-26048,1104,209,4,Clothing,Trousers,Easypaisa
SI-25670,14,2,1,Clothing,Hankerchief,Jazz Cash
SI-25757,14,5,1,Clothing,Hankerchief,Jazz Cash
SI-25751,14,-3,2,Clothing,Leggings,Jazz Cash
SI-25687,14,-1,4,Clothing,Kurti,Jazz Cash
SI-25710,13,-8,1,Clothing,T-shirt,Jazz Cash
SI-25656,13,-1,3,Clothing,Hankerchief,Jazz Cash
SI-25601,1275,1148,7,Furniture,Bookcases,UPaisa
SI-26053,17,1,2,Clothing,Skirt,Credit Card
SI-26001,13,0,2,Clothing,Hankerchief,Jazz Cash
SI-25964,1270,546,11,Electronics,Electronic Games,UPaisa
SI-26062,13,-2,1,Clothing,Stole,Jazz Cash
SI-25982,13,3,1,Clothing,Leggings,Jazz Cash
SI-25864,17,5,1,Clothing,Hankerchief,Easypaisa
SI-25693,13,-13,2,Clothing,Skirt,Jazz Cash
SI-25802,13,-9,2,Clothing,Skirt,Jazz Cash
SI-25676,1263,-56,5,Clothing,Trousers,UPaisa
SI-25639,1629,-153,3,Electronics,Phones,Jazz Cash
SI-25757,17,7,3,Clothing,Hankerchief,Easypaisa
SI-26003,17,2,2,Clothing,Skirt,Easypaisa
SI-26055,1250,-12,2,Electronics,Printers,UPaisa
SI-25786,17,-11,3,Clothing,Skirt,Easypaisa
SI-25919,977,-244,7,Electronics,Phones,Jazz Cash
SI-25894,1246,62,3,Furniture,Bookcases,UPaisa
SI-25979,12,1,2,Clothing,Hankerchief,Jazz Cash
SI-25651,11,-4,2,Clothing,Skirt,Jazz Cash
SI-25653,1327,318,8,Furniture,Chairs,UPaisa
SI-25855,1319,567,5,Electronics,Printers,Jazz Cash
SI-25793,1402,109,11,Clothing,Saree,UPaisa
SI-26073,1514,742,4,Electronics,Printers,UPaisa
SI-25881,1351,111,6,Electronics,Electronic Games,Jazz Cash
SI-25603,1355,-60,5,Clothing,Trousers,Jazz Cash
SI-25851,10,2,2,Clothing,Hankerchief,Jazz Cash
SI-25883,10,-2,2,Clothing,Leggings,Jazz Cash
SI-25768,1582,-443,6,Clothing,Trousers,UPaisa
SI-25953,1218,352,9,Furniture,Bookcases,UPaisa
SI-25755,321,315,5,Clothing,Saree,Easypaisa
SI-26057,736,346,5,Electronics,Printers,Jazz Cash
SI-26055,1218,-420,8,Furniture,Bookcases,Jazz Cash
SI-25855,1027,441,8,Clothing,Saree,Jazz Cash
SI-25989,10,5,1,Clothing,Stole,Jazz Cash
SI-26099,2366,552,5,Clothing,Trousers,Easypaisa
SI-25652,9,-6,2,Clothing,Hankerchief,Jazz Cash
SI-25723,16,-12,2,Clothing,Stole,Easypaisa
SI-26099,9,3,1,Clothing,Skirt,Jazz Cash
SI-25629,1560,421,3,Clothing,Trousers,Jazz Cash
SI-25877,1137,568,2,Clothing,Trousers,UPaisa
SI-25767,9,-9,2,Clothing,Kurti,Jazz Cash
SI-25735,15,-7,1,Clothing,Hankerchief,Easypaisa
SI-26097,14,5,1,Clothing,Hankerchief,Easypaisa
SI-26070,14,7,2,Clothing,Hankerchief,Easypaisa
SI-25752,8,-2,2,Clothing,Hankerchief,Jazz Cash
SI-25656,1389,680,7,Clothing,Saree,Jazz Cash
SI-25748,8,-1,2,Clothing,Leggings,Jazz Cash
SI-25758,8,-2,1,Clothing,Stole,Jazz Cash
SI-25950,13,4,1,Clothing,Leggings,Easypaisa
SI-25707,8,-6,1,Clothing,Stole,Jazz Cash
SI-25909,12,2,2,Clothing,Skirt,Credit Card
SI-25955,1716,309,7,Electronics,Accessories,Jazz Cash
SI-26023,1117,447,10,Furniture,Bookcases,UPaisa
SI-25655,9,-6,2,Clothing,Skirt,Credit Card
SI-25686,332,503,3,Electronics,Printers,Jazz Cash
SI-25655,7,-4,3,Clothing,Hankerchief,Jazz Cash
SI-25601,8,-2,3,Clothing,Hankerchief,Credit Card
SI-25862,2061,701,5,Furniture,Bookcases,Easypaisa
SI-25626,1103,276,3,Furniture,Chairs,UPaisa
SI-25823,2103,322,8,Electronics,Electronic Games,Easypaisa
SI-25881,2115,23,5,Furniture,Chairs,Jazz Cash
SI-25910,850,-289,5,Electronics,Electronic Games,Jazz Cash
SI-25830,1063,64,7,Electronics,Phones,UPaisa
SI-25978,1063,-175,4,Electronics,Electronic Games,UPaisa
SI-25997,2292,127,7,Furniture,Bookcases,Jazz Cash
SI-25661,7,-1,2,Clothing,Hankerchief,Credit Card
SI-25969,2452,191,7,Furniture,Bookcases,Easypaisa
SI-25858,2457,665,11,Electronics,Electronic Games,UPaisa
SI-25697,4,-3,1,Clothing,Skirt,Credit Card
SI-25798,2830,-1981,13,Furniture,Bookcases,UPaisa
SI-25873,7,1,1,Clothing,Hankerchief,Jazz Cash
SI-25740,7,0,2,Clothing,Skirt,Jazz Cash
SI-25700,7,-3,2,Clothing,Hankerchief,Jazz Cash
SI-25757,3151,-35,7,Clothing,Trousers,UPaisa
SI-25973,4141,1698,13,Electronics,Printers,Jazz Cash
SI-25698,7,-2,1,Clothing,Hankerchief,Jazz Cash
SI-25993,4363,305,5,Furniture,Tables,UPaisa
